# ./FR-trace starting at Fri Nov  2 19:18:16 2018
################# CONFIG #################
# slot=24000
# samples=10000
# threshold=100
# idle=500
# pdathreads=0
# nmonitored=3
#   monitor0=./num ybn_sqr 0x2b7d
#   monitor1=./num ybn_mul 0x22ea
#   monitor2=./num ybn_modexp 0x2d9f
# nevicted=0
# npdatargets=0
############## SYSTEM INFO ###############
# mastik_version=0.02
# sysname=Linux
# nodename=ArchLinux
# release=4.18.16-arch1-1-ARCH
# version=#1 SMP PREEMPT Sat Oct 20 22:06:45 UTC 2018
# machine=x86_64
################## DATA ##################
235 187 190 
202 202 196 
205 187 205 
243 214 214 
716 722 196 
264 255 285 
202 187 182 
205 181 196 
318 190 196 
205 187 190 
226 176 193 
383 184 193 
220 187 193 
383 181 179 
261 787 285 
247 184 193 
211 187 193 
208 187 214 
205 193 199 
226 187 196 
238 190 196 
211 187 196 
205 176 199 
208 170 193 
214 246 199 
229 187 205 
202 3313 422 
235 190 330 
238 170 193 
217 184 199 
232 187 193 
240 83 220 
514 276 285 
220 217 223 
264 208 208 
211 184 190 
240 184 199 
83 80 89 
208 217 86 
205 173 89 
255 187 86 
232 184 89 
232 184 89 
202 173 92 
232 187 92 
208 184 78 
211 181 86 
205 205 92 
0 0 0 
915 184 75 
232 170 75 
211 187 89 
283 184 86 
202 176 86 
205 83 92 
826 734 321 
199 306 282 
205 176 196 
229 176 196 
229 184 185 
232 187 202 
246 217 226 
205 176 196 
514 178 594 
238 184 182 
246 184 190 
246 184 196 
208 184 193 
666 321 644 
208 184 196 
243 181 193 
232 184 196 
202 181 193 
345 861 487 
243 184 193 
235 187 196 
241 173 196 
232 173 182 
202 184 193 
249 362 362 
238 184 196 
909 187 196 
238 187 182 
246 184 193 
235 187 196 
232 187 190 
241 182 196 
238 184 182 
243 190 193 
229 199 193 
235 182 193 
232 181 191 
490 184 223 
208 184 179 
229 181 193 
226 178 193 
232 187 193 
208 187 185 
232 190 182 
360 173 196 
232 440 193 
627 330 303 
232 184 190 
238 184 196 
214 196 193 
238 187 199 
360 348 850 
235 176 190 
238 173 205 
232 184 190 
235 184 196 
205 173 196 
232 193 190 
232 80 228 
89 80 89 
232 184 84 
232 184 75 
594 176 89 
232 184 86 
229 173 86 
232 176 89 
232 187 92 
1402 238 86 
229 184 89 
232 181 75 
238 187 89 
246 184 86 
202 187 89 
235 193 86 
205 190 86 
229 80 89 
243 184 193 
232 190 196 
244 176 193 
232 173 199 
211 176 193 
229 176 193 
235 220 226 
229 184 199 
228 193 193 
232 184 199 
808 187 193 
303 208 211 
273 208 220 
229 187 196 
229 173 193 
229 173 193 
232 184 182 
237 181 193 
651 187 606 
232 176 193 
232 184 190 
445 187 193 
235 176 193 
229 179 196 
229 184 193 
249 184 193 
240 184 193 
232 173 196 
232 184 196 
240 184 196 
240 184 190 
229 173 190 
202 181 196 
232 187 182 
600 321 330 
229 184 193 
238 184 193 
327 181 1079 
229 184 182 
243 190 193 
719 181 182 
232 176 196 
229 184 199 
240 184 196 
249 187 190 
229 624 354 
232 184 182 
238 176 193 
246 187 196 
235 187 182 
226 181 196 
369 187 193 
246 181 193 
235 170 193 
235 173 196 
229 184 196 
232 184 193 
229 184 182 
89 80 220 
229 181 193 
246 181 193 
752 330 781 
220 173 196 
238 187 199 
95 89 89 
252 181 89 
261 187 89 
244 190 86 
235 190 89 
246 184 86 
229 190 83 
336 193 89 
199 187 83 
246 181 89 
226 184 125 
226 178 83 
223 184 80 
234 167 72 
226 178 80 
223 178 80 
226 178 83 
335 66 69 
223 167 176 
202 181 193 
226 178 187 
226 178 193 
226 170 176 
226 181 187 
223 178 187 
223 181 190 
226 170 179 
223 167 190 
223 178 190 
226 181 190 
237 167 190 
223 170 176 
226 181 187 
318 695 208 
226 181 187 
844 250 187 
639 178 187 
223 181 187 
226 178 193 
226 170 179 
273 496 187 
1257 181 190 
226 178 190 
237 167 190 
223 167 193 
223 181 187 
378 170 1055 
279 181 190 
223 170 176 
226 181 187 
223 178 187 
223 181 190 
226 170 179 
223 170 190 
223 178 190 
930 167 193 
223 170 176 
223 167 176 
226 178 187 
226 181 190 
226 181 187 
226 167 176 
223 181 187 
226 178 187 
223 181 190 
223 170 190 
582 167 187 
223 178 187 
226 175 187 
237 181 187 
1245 594 187 
1085 315 220 
226 178 187 
234 164 193 
223 170 176 
226 181 187 
66 66 190 
228 167 187 
226 167 176 
196 591 362 
223 178 187 
223 178 187 
77 77 80 
226 178 83 
223 178 80 
880 178 80 
226 175 83 
223 170 69 
226 167 83 
229 178 83 
226 178 80 
226 167 69 
226 178 80 
223 178 80 
223 178 83 
234 167 72 
502 181 83 
226 178 80 
229 202 80 
234 178 187 
226 164 179 
223 167 190 
226 178 187 
223 181 190 
226 170 179 
223 167 190 
196 184 187 
226 181 190 
237 181 187 
223 167 176 
229 178 190 
226 181 187 
237 167 193 
226 167 176 
223 181 187 
814 167 193 
226 178 193 
226 170 179 
223 170 190 
223 178 190 
223 181 190 
234 178 187 
226 167 176 
229 178 190 
223 178 187 
234 164 193 
457 167 193 
223 181 187 
223 178 187 
223 181 190 
234 167 190 
226 178 187 
226 181 187 
223 178 187 
234 167 190 
223 170 179 
226 181 187 
223 178 187 
234 164 193 
223 170 176 
226 181 187 
